"DengueFever","BambooWall","Poverty","UnhealthyHouse","UnhealthyLife","NotLarvaFree","RainWater","FloodNumber","PalmRoof","Population","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38"
36.1979975341263,14.7,16.66,50.11,45.19,19.53,3.9,1,0,544229,0,41.5213498122922,49.4123967239552,78.1883180224653,116.762428690204,105.687003443527,161.130521458846,216.131359991492,273.933940303309,334.781486599249,305.903138488265,318.966945719065,237.922919980004,187.013628931478,183.415184281828,157.522286838341,135.886214628538,102.246814776859,75.716688506899,54.9375027322916,78.321484182818,118.780668662502,152.000765651305,165.559912286648,197.413707903318,227.347410496474,258.298058219606,282.073161549125,378.948857676691,97.9712578373131,108.945031680955,161.223782403172,227.752354799437,197.432181435618,156.98858881792,67.3852900588421,193.711680699856,152.469482950754
26.5049092206859,5.5,11.87,38.83,64.91,18.21,0.64,1,0,860218,41.5213498122922,0,29.2466261303366,47.2750817117092,84.2769554973849,65.9418082957553,127.506575374184,181.95603242961,240.619329259116,302.167979689971,269.790840040288,281.869597414176,200.87302765819,148.169020289159,142.328160630514,116.478760702743,94.4546410903779,60.8655812127342,37.5190958245608,33.6749355345409,57.2727617815597,82.1642431555983,116.685154060331,124.917004200739,156.243262711196,185.827217573363,216.895674517518,240.898713082092,338.397970139553,57.8762570709996,75.4062022408861,124.959197011078,189.781388023034,157.933584946533,115.586138737212,33.6030408059575,152.231598026322,114.077958726413
25.1918484481969,10,13.5,39.46,65.65,9.69,0,1,0,678791,49.4123967239552,29.2466261303366,0,29.4695557684567,67.6231337443088,63.2484534775121,111.977039133551,166.950819131436,224.568156282034,285.369601958406,257.156826338961,270.677419269293,189.810581846666,140.819659888213,142.188433860684,116.648180666794,98.2581693781025,71.686087745663,59.7742008720456,62.9215595952128,86.1950398989658,102.65587321988,137.322526255779,136.308695330966,164.652881593522,189.981971338684,218.106696907841,240.239906005925,334.614589361563,56.9741640950677,60.2310583069952,113.090159294153,180.356675721166,152.029515694223,118.332841608592,60.1233673690566,155.200624026097,106.211379277519
18.0064823336401,7.5,9.03,42.2,64.68,100,0.1,0,0,999640,78.1883180224653,47.2750817117092,29.4695557684567,0,38.6331818391392,38.651144616146,82.9641147044488,137.961085703174,195.962370745029,257.083101328329,227.837223461687,241.237377184186,160.345780786224,111.748142496301,115.605593757842,90.7378459041148,75.3807860556568,57.5410717559946,60.4099884041646,76.9817356635646,95.9486546323116,95.5458251423748,128.513085794262,117.74659798366,142.922246478298,165.062713006164,191.434511941767,212.677161453781,305.884743660514,34.8538994227354,30.8262913862687,83.6206409021832,150.928998657699,123.224343266027,93.8917941010672,66.5192736381096,130.058397144889,77.2565567829319
4.35110389281721,6.8,10.53,34.82,50.37,20.95,0,0,0,1126151,116.762428690204,84.2769554973849,67.6231337443088,38.6331818391392,0,37.3251260272751,44.3741929868061,99.3723469562942,157.339276835749,218.53245833383,189.611029619641,203.450051665804,122.934705117498,78.1819160780693,90.8290887740954,69.898430114237,64.8937377131475,67.778015168892,86.1014183650292,110.145411532828,124.990187068393,108.060677176819,135.807400099606,110.700302972675,128.101412041399,142.510391772075,164.097253132642,182.753980831822,272.09623547931,41.8747654026118,9.30670933625859,46.9653488160473,114.561023026145,90.6398877625669,76.7169870933986,95.6945642193746,108.340019359065,45.9460897901057
32.4938644715256,3.1,13.17,43.54,35.11,23.57,0.08,0,0,1514132,105.687003443527,65.9418082957553,63.2484534775121,38.651144616146,37.3251260272751,0,69.0633923998131,120.311992721646,179.101018139053,240.861785452447,205.236878146013,216.585962557977,135.87491585538,82.2943702921461,79.0282203206309,53.4022661840283,36.7627856788317,30.5780472088657,53.9007746925534,82.8587423169716,92.9427100742346,70.7356191128128,99.23509178309,80.4065420618847,104.314358617574,127.048789196791,154.895829745322,177.41369336219,273.309323707715,8.27660778975265,29.8576219734127,62.0215290626202,124.201836527023,92.019994632909,55.5230039815819,65.3609241414624,92.1341092667448,48.6466151205894
6.99382118133321,6.7,11.44,29.45,42.75,11.26,0.02,2,0,2473612,161.130521458846,127.506575374184,111.977039133551,82.9641147044488,44.3741929868061,69.0633923998131,0,55.0008485020212,113.216219034821,174.668938136524,145.495728248622,159.833887892123,80.2777189364803,47.1237357701064,74.9697478466065,65.9665617476096,76.3681712229675,97.0258576521283,122.900881771467,150.516709409963,162.002772498778,133.170469116447,153.608999645668,115.988713444446,121.548874245574,123.801766886478,136.931789920926,151.001707549745,233.514265781178,76.574099298355,52.4460863530653,16.9109569489601,74.0452765515472,59.8625592776803,76.0212902858387,134.034686421016,94.4672115819838,34.2433569334551
2.26684735739805,8,12.09,23.45,59.48,7.56999999999999,0.56,0,0.1,1014625,216.131359991492,181.95603242961,166.950819131436,137.961085703174,99.3723469562942,120.311992721646,55.0008485020212,0,58.8668625487662,120.628839238992,91.3346004600562,106.905956720573,34.8036571808851,54.1378223784219,89.1529260024215,96.2231258535997,115.809086461583,144.742595346925,173.766882787585,203.099483810819,212.137351179858,175.6864993851,188.835994107014,143.470409403898,135.680874989049,121.699207585254,119.465736178762,123.776838561394,189.78926424735,128.368979047761,107.358330855362,58.3067913685823,39.2244523960221,58.2449817904351,105.979726727926,185.577507285968,105.143530894201,74.3464874536226
11.0390131461909,18.5,11.63,19.98,36.2,29.26,0,3,0,2355283,273.933940303309,240.619329259116,224.568156282034,195.962370745029,157.339276835749,179.101018139053,113.216219034821,58.8668625487662,0,61.769617309607,45.3624633629684,64.6589154594567,55.4852226514174,106.572703018806,137.407238543504,150.380310587992,171.969425264938,202.75479004863,232.364821909867,261.928399183423,270.467183110303,231.603310313185,241.146014556106,193.43626669399,178.543431358627,154.564915717011,138.519461040237,130.58259079286,162.714673047249,187.190278797684,165.646722363114,117.080512239293,70.7212284788558,105.492426923046,159.321513702622,244.277642929862,149.223380522607,132.334998805181
8.09455459553996,12.6,9.57,26.24,61.37,10.42,0.16,0,0.1,1568956,334.781486599249,302.167979689971,285.369601958406,257.083101328329,218.53245833383,240.861785452447,174.668938136524,120.628839238992,61.769617309607,0,54.9829475866536,64.6826736545295,112.148584894918,166.562563035742,194.869810322943,210.251646770119,232.585347994958,264.175804719532,294.046197436535,323.695945040596,331.999742943229,291.816957126179,299.113354164571,250.541951681082,231.842849523804,202.920257061319,179.233271524067,163.276620785936,156.021093481998,248.957543110917,227.004806793198,178.844168882009,127.255689926141,163.77312236852,218.704839221015,306.001498088047,204.226475113153,193.865064019091
21.772232876878,25.9,15.23,61.07,85.45,5.3,0,0,0,744067,305.903138488265,269.790840040288,257.156826338961,227.837223461687,189.611029619641,205.236878146013,145.495728248622,91.3346004600562,45.3624633629684,54.9829475866536,0,19.3946220271731,69.5397543770545,125.034488213802,148.210561391048,167.024245920865,190.685194927527,224.800865115508,256.245246334037,287.33640114507,292.543080338044,248.023830235856,251.474065302628,202.419141426475,180.750961565171,149.739817364687,124.486751576765,108.408667317583,119.041213420254,213.511138716607,197.014675312895,144.947542786688,82.7927704429899,119.293422519343,174.328728569559,268.639866799608,154.840793999159,156.654855456017
28.1279761768271,23.7,13.59,46.93,81.14,15.09,0.44,1,0.1,654153,318.966945719065,281.869597414176,270.677419269293,241.237377184186,203.450051665804,216.585962557977,159.833887892123,106.905956720573,64.6589154594567,64.6826736545295,19.3946220271731,0,81.0769863976063,134.964418433617,154.558573059183,175.239732045212,199.320374582924,234.352645506679,266.272693167957,297.791709254648,301.604808900905,255.092805781418,256.001168612942,206.967021892855,182.835142703011,149.506317282272,120.858402651238,101.372332894819,100.111951697074,224.852473635523,210.447393735454,157.749460216057,92.5304714319015,127.707810415444,181.767671608127,278.779099004548,158.921336280118,167.966829850675
5.05148910682456,13.4,21.12,61.71,79.95,3.48,0.56,3,0,1108584,237.922919980004,200.87302765819,189.810581846666,160.345780786224,122.934705117498,135.87491585538,80.2777189364803,34.8036571808851,55.4852226514174,112.148584894918,69.5397543770545,81.0769863976063,0,55.74855483512,82.8574357614532,98.7044165755299,121.837929717663,155.393524632536,186.720638889293,217.803335695216,223.239710661225,180.254135513517,187.073694000214,138.76782776197,123.071792150429,100.696830380924,90.561158914347,90.8567949159395,156.016919876147,144.151406869685,129.621649496485,76.7524820007606,15.3356057899523,51.6498984554439,106.77220349652,199.1043222102,93.7890002607997,87.2371223246771
10.2545680181578,5,11.22,35.95,61.41,9.06,0,2,0.1,1531025,187.013628931478,148.169020289159,140.819659888213,111.748142496301,78.1819160780693,82.2943702921461,47.1237357701064,54.1378223784219,106.572703018806,166.562563035742,125.034488213802,134.964418433617,55.74855483512,0,35.7056064864964,43.8170437241806,66.2117574653469,99.7709366931057,131.397949960093,162.828743898158,167.533260790189,125.268266191656,135.387110540463,89.3518234689443,83.5995592591123,78.1779352233881,89.9310017553537,105.543250032361,194.357433661682,90.4851372353903,82.5359153554649,33.4076430868507,42.486229183938,12.9845886428275,52.857229832424,143.869127599802,53.5345246292391,34.6441809501254
10.8021014630285,0.7,6.69,31.37,43.07,31.37,0,2,0.1,1981096,183.415184281828,142.328160630514,142.188433860684,115.605593757842,90.8290887740954,79.0282203206309,74.9697478466065,89.1529260024215,137.407238543504,194.869810322943,148.210561391048,154.558573059183,82.8574357614532,35.7056064864964,0,25.8979579970363,48.8899943082172,85.256095335496,117.604223279477,149.72211878922,149.360150483744,100.580272336015,104.245623418923,56.0310751082764,48.2091280728646,51.7605770543638,75.9400057705566,98.6743892057779,196.586982094125,86.0044337523546,91.6374182620504,58.2492726426931,67.6326346777226,32.077487626066,28.4724733452329,130.103261847258,19.4978598661683,46.4713796858797
6.3493468349949,7.2,10.94,27.63,62.45,100,0,2,0.3,1039477,157.522286838341,116.478760702743,116.648180666794,90.7378459041148,69.898430114237,53.4022661840283,65.9665617476096,96.2231258535997,150.380310587992,210.251646770119,167.024245920865,175.239732045212,98.7044165755299,43.8170437241806,25.8979579970363,0,24.2975024564424,60.4829407258783,92.9366547041848,125.045860601505,126.513230148145,81.5987077153442,92.7273304576016,50.3461867013628,58.8601115295953,74.4856500932998,101.524752526966,124.57215786929,222.165066305482,60.1847500884214,69.0699412996921,49.5751985920117,84.3757080511855,47.7466897931835,10.3088558504002,105.509974022758,39.5162771713239,32.0656692814819
41.4303434847284,7.3,11.12,22.31,54.69,12.31,0,1,0,1214086,135.886214628538,94.4546410903779,98.2581693781025,75.3807860556568,64.8937377131475,36.7627856788317,76.3681712229675,115.809086461583,171.969425264938,232.585347994958,190.685194927527,199.320374582924,121.837929717663,66.2117574653469,48.8899943082172,24.2975024564424,0,36.4061842032554,68.8303312718974,100.961299747929,102.309819030081,59.88445252271,77.2464668550604,45.8319201001625,67.5520107876785,92.0988428125767,122.442198481211,146.733875385118,245.420040783539,41.4701346215043,60.8894769279215,62.3177555797714,107.901236370335,71.6421659438675,21.153986705103,81.3768438477185,57.8786817536828,43.4955413492576
19.796843427448,2.6,13.55,49.47,69.09,8.19,0.07,2,0,1025416,102.246814776859,60.8655812127342,71.686087745663,57.5410717559946,67.778015168892,30.5780472088657,97.0258576521283,144.742595346925,202.75479004863,264.175804719532,224.800865115508,234.352645506679,155.393524632536,99.7709366931057,85.256095335496,60.4829407258783,36.4061842032554,0,32.4547537793104,64.5752331670886,67.9502546093369,40.5411075942188,71.4022764957756,65.0622460590025,95.4564620951264,125.397851856849,157.532576459692,182.47986905976,281.65095582148,26.681486923444,59.807513576359,87.1641438470468,142.174602027961,106.796958494566,57.1003985306017,45.0274156975627,92.6026839574797,70.4609519782779
22.6550180865062,6,12.4,30.73,53.08,13.53,0.01,1,0,666519,75.716688506899,37.5190958245608,59.7742008720456,60.4099884041646,86.1014183650292,53.9007746925534,122.900881771467,173.766882787585,232.364821909867,294.046197436535,256.245246334037,266.272693167957,186.720638889293,131.397949960093,117.604223279477,92.9366547041848,68.8303312718974,32.4547537793104,0,32.1312334037956,39.2129837265743,44.6545690978613,79.2604024832185,90.5051116177671,123.266647166506,155.673514035774,188.807940579173,214.204454149583,313.772847597811,46.365298130181,76.9172088046141,115.501882725887,173.882298220006,138.954942230364,89.3035933693543,12.5863759833396,123.98740239414,100.361990233298
12.1240932853262,1.2,12.14,26.07,35.43,12.91,0,1,0,626851,54.9375027322916,33.6749355345409,62.9215595952128,76.9817356635646,110.145411532828,82.8587423169716,150.516709409963,203.099483810819,261.928399183423,323.695945040596,287.33640114507,297.791709254648,217.803335695216,162.828743898158,149.72211878922,125.045860601505,100.961299747929,64.5752331670886,32.1312334037956,0,24.9197841641903,67.1330425923414,98.4648894897745,119.551011320882,153.029339664128,186.670432858338,220.335536009488,245.981162967733,345.760561538794,74.7384237967035,100.860750270649,144.854772436419,205.294569868664,170.772837283565,121.387949520511,19.6312136907642,155.681457023009,130.859034182034
21.5440812478138,5.9,15.38,37.3,37.68,17.7,0.01,1,0,826213,78.321484182818,57.2727617815597,86.1950398989658,95.9486546323116,124.990187068393,92.9427100742346,162.002772498778,212.137351179858,270.467183110303,331.999742943229,292.543080338044,301.604808900905,223.239710661225,167.533260790189,149.360150483744,126.513230148145,102.309819030081,67.9502546093369,39.2129837265743,24.9197841641903,0,55.0234780039016,81.1420558733715,110.939126636576,144.740932361032,180.507757115702,215.480449079863,241.991097101525,342.614418849317,85.5469733966337,115.738768362406,154.044461205193,209.801242075013,173.898442432986,120.994789934788,29.641421963401,152.209529497738,138.144023811717
53.9475304840498,8.9,15.95,22.63,56.51,10.22,0,6,0,1217850,118.780668662502,82.1642431555983,102.65587321988,95.5458251423748,108.060677176819,70.7356191128128,133.170469116447,175.6864993851,231.603310313185,291.816957126179,248.023830235856,255.092805781418,180.254135513517,125.268266191656,100.580272336015,81.5987077153442,59.88445252271,40.5411075942188,44.6545690978613,67.1330425923414,55.0234780039016,0,34.7640060089298,56.1751985928278,89.8737653293417,126.199998658338,161.628565954668,188.498074698871,289.277734702782,67.2052254827704,100.293915612647,120.894784320648,165.738189828397,128.91212019118,73.7051966562894,51.3998024837384,100.023524468729,102.511369376788
17.6254373145565,11.6,17.16,35.04,46.33,29.52,0.68,3,0,1129050,152.000765651305,116.685154060331,137.322526255779,128.513085794262,135.807400099606,99.23509178309,153.608999645668,188.835994107014,241.146014556106,299.113354164571,251.474065302628,256.001168612942,187.073694000214,135.387110540463,104.245623418923,92.7273304576016,77.2464668550604,71.4022764957756,79.2604024832185,98.4648894897745,81.1420558733715,34.7640060089298,0,49.087223779192,77.069600598047,114.810150198738,150.775001935722,178.125741852747,277.920004792185,97.46784505865,129.037687288675,139.157191192369,171.87573817939,135.735793967442,82.8564430462183,84.9007886339818,97.0798922187746,120.272612303302
26.1912177153367,6.7,16.12,15.54,54.46,16.34,0.61,1,0,1191239,165.559912286648,124.917004200739,136.308695330966,117.74659798366,110.700302972675,80.4065420618847,115.988713444446,143.470409403898,193.43626669399,250.541951681082,202.419141426475,206.967021892855,138.76782776197,89.3518234689443,56.0310751082764,50.3461867013628,45.8319201001625,65.0622460590025,90.5051116177671,119.551011320882,110.939126636576,56.1751985928278,49.087223779192,0,33.8240120383153,70.1873264351858,105.904061964021,133.014771580003,233.725937896338,82.8976011989227,106.614800105593,99.8455410853269,123.479824567963,88.0098653012686,40.0879660105041,101.117646777683,48.083048880005,81.7720796297821
29.8464038845471,2.5,13.89,12.83,45.16,1.40000000000001,5.18,1,0,1196124,197.413707903318,156.243262711196,164.652881593522,142.922246478298,128.101412041399,104.314358617574,121.548874245574,135.680874989049,178.543431358627,231.842849523804,180.750961565171,182.835142703011,123.071792150429,83.5995592591123,48.2091280728646,58.8601115295953,67.5520107876785,95.4564620951264,123.266647166506,153.029339664128,144.740932361032,89.8737653293417,77.069600598047,33.8240120383153,0,37.7848330225341,73.8043440598542,101.147988148756,201.38274466768,108.657575508394,126.136117012668,104.637955779837,107.947234430106,77.43686396859,51.400361553432,134.310053095244,30.537398897138,89.622036650876
43.1990354754397,11.3,23.14,18.82,60.31,100,4.92,2,0.1,919002,227.347410496474,185.827217573363,189.981971338684,165.062713006164,142.510391772075,127.048789196791,123.801766886478,121.699207585254,154.564915717011,202.920257061319,149.739817364687,149.506317282272,100.696830380924,78.1779352233881,51.7605770543638,74.4856500932998,92.0988428125767,125.397851856849,155.673514035774,186.670432858338,180.507757115702,126.199998658338,114.810150198738,70.1873264351858,37.7848330225341,0,36.0264050922233,63.3641348777788,163.743408483173,133.010626326521,142.914609305454,107.824451121586,86.9912700488669,67.3707421666118,71.6493166039227,167.409927702545,35.0087664953094,98.0693492819298
35.2025040864053,17.1,26.97,48.08,70.91,54.04,8.43,0,0,891982,258.298058219606,216.895674517518,218.106696907841,191.434511941767,164.097253132642,154.895829745322,136.931789920926,119.465736178762,138.519461040237,179.233271524067,124.486751576765,120.858402651238,90.561158914347,89.9310017553537,75.9400057705566,101.524752526966,122.442198481211,157.532576459692,188.807940579173,220.335536009488,215.480449079863,161.628565954668,150.775001935722,105.904061964021,73.8043440598542,36.0264050922233,0,27.3516230196562,127.830170255995,161.677000619312,166.194483685697,123.024077899374,80.5551062003926,77.0758838981458,101.313416829219,200.861634006469,64.930435932576,118.168046877203
8.29149428815046,17,18.45,48.76,91.5,100,0.08,0,0,808057,282.073161549125,240.898713082092,240.239906005925,212.677161453781,182.753980831822,177.41369336219,151.001707549745,123.776838561394,130.58259079286,163.276620785936,108.408667317583,101.372332894819,90.8567949159395,105.543250032361,98.6743892057779,124.57215786929,146.733875385118,182.47986905976,214.204454149583,245.981162967733,241.991097101525,188.498074698871,178.125741852747,133.014771580003,101.147988148756,63.3641348777788,27.3516230196562,0,100.780920963241,184.594074337103,185.851021384747,138.888264814352,84.9558904728073,92.6329964992017,125.610063378012,226.418285862056,90.3151594879936,137.070411144443
29.6644776437277,6.3,21.13,43.71,40.01,100,1.27,2,0.1,1051763,378.948857676691,338.397970139553,334.614589361563,305.884743660514,272.09623547931,273.309323707715,233.514265781178,189.78926424735,162.714673047249,156.021093481998,119.041213420254,100.111951697074,156.016919876147,194.357433661682,196.586982094125,222.165066305482,245.420040783539,281.65095582148,313.772847597811,345.760561538794,342.614418849317,289.277734702782,277.920004792185,233.725937896338,201.38274466768,163.743408483173,127.830170255995,100.780920963241,0,280.97864467869,276.87713774392,225.453575910094,159.526564314952,182.660684946073,224.551324038442,326.139639000976,190.540810356317,228.640047050617
38.6519666488745,0.8,8.2,16.7,34.26,6.98999999999999,0,0,0,271655,97.9712578373131,57.8762570709996,56.9741640950677,34.8538994227354,41.8747654026118,8.27660778975265,76.574099298355,128.368979047761,187.190278797684,248.957543110917,213.511138716607,224.852473635523,144.151406869685,90.4851372353903,86.0044337523546,60.1847500884214,41.4701346215043,26.681486923444,46.365298130181,74.7384237967035,85.5469733966337,67.2052254827704,97.46784505865,82.8976011989227,108.657575508394,133.010626326521,161.677000619312,184.594074337103,280.97864467869,0,33.4359366118555,70.1176530239808,132.452333027096,100.060059564188,61.3635474856501,57.5221499187982,98.2711850151609,56.9217029650506
176.67579990717,1.2,7.39,18.07,69.56,29.98,0,0,0,133578,108.945031680955,75.4062022408861,60.2310583069952,30.8262913862687,9.30670933625859,29.8576219734127,52.4460863530653,107.358330855362,165.646722363114,227.004806793198,197.014675312895,210.447393735454,129.621649496485,82.5359153554649,91.6374182620504,69.0699412996921,60.8894769279215,59.807513576359,76.9172088046141,100.860750270649,115.738768362406,100.293915612647,129.037687288675,106.614800105593,126.136117012668,142.914609305454,166.194483685697,185.851021384747,276.87713774392,33.4359366118555,0,52.9955178454733,120.542889175193,94.5825928098931,74.8543341559646,86.40872511592,108.270303960924,48.8528422436579
16.403447618726,0.9,4.85,13.16,63.93,12.48,0.03,0,0,829094,161.223782403172,124.959197011078,113.090159294153,83.6206409021832,46.9653488160473,62.0215290626202,16.9109569489601,58.3067913685823,117.080512239293,178.844168882009,144.947542786688,157.749460216057,76.7524820007606,33.4076430868507,58.2492726426931,49.5751985920117,62.3177555797714,87.1641438470468,115.501882725887,144.854772436419,154.044461205193,120.894784320648,139.157191192369,99.8455410853269,104.637955779837,107.824451121586,123.024077899374,138.888264814352,225.453575910094,70.1176530239808,52.9955178454733,0,67.6464697738367,46.3880227611525,59.7660940937982,127.272588665963,77.7400460118801,18.8872840065833
10.4504602746199,3.8,17.35,21.38,47.81,16.3,0,3,0,220086,227.752354799437,189.781388023034,180.356675721166,150.928998657699,114.561023026145,124.201836527023,74.0452765515472,39.2244523960221,70.7212284788558,127.255689926141,82.7927704429899,92.5304714319015,15.3356057899523,42.486229183938,67.6326346777226,84.3757080511855,107.901236370335,142.174602027961,173.882298220006,205.294569868664,209.801242075013,165.738189828397,171.87573817939,123.479824567963,107.947234430106,86.9912700488669,80.5551062003926,84.9558904728073,159.526564314952,132.452333027096,120.542889175193,67.6464697738367,0,36.8461578989774,92.0978230865358,186.355318208079,78.5046359128227,75.7053863105354
49.8554721684478,0.3,7.57,31.21,61.48,18.18,0,1,0,188545,197.432181435618,157.933584946533,152.029515694223,123.224343266027,90.6398877625669,92.019994632909,59.8625592776803,58.2449817904351,105.492426923046,163.77312236852,119.293422519343,127.707810415444,51.6498984554439,12.9845886428275,32.077487626066,47.7466897931835,71.6421659438675,106.796958494566,138.954942230364,170.772837283565,173.898442432986,128.91212019118,135.735793967442,88.0098653012686,77.43686396859,67.3707421666118,77.0758838981458,92.6329964992017,182.660684946073,100.060059564188,94.5825928098931,46.3880227611525,36.8461578989774,0,55.2521825352971,151.518019056573,46.8995306679101,45.9970405651544
19.7295408771425,4,6.63,18.88,46.1,1.12,0,0,0,121645,156.98858881792,115.586138737212,118.332841608592,93.8917941010672,76.7169870933986,55.5230039815819,76.0212902858387,105.979726727926,159.321513702622,218.704839221015,174.328728569559,181.767671608127,106.77220349652,52.857229832424,28.4724733452329,10.3088558504002,21.153986705103,57.1003985306017,89.3035933693543,121.387949520511,120.994789934788,73.7051966562894,82.8564430462183,40.0879660105041,51.400361553432,71.6493166039227,101.313416829219,125.610063378012,224.551324038442,61.3635474856501,74.8543341559646,59.7660940937982,92.0978230865358,55.2521825352971,0,101.758502143913,36.9893484240135,41.914422793713
43.5158484720135,0.4,5,27.59,55.54,6.29000000000001,4.78,0,0,172351,67.3852900588421,33.6030408059575,60.1233673690566,66.5192736381096,95.6945642193746,65.3609241414624,134.034686421016,185.577507285968,244.277642929862,306.001498088047,268.639866799608,278.779099004548,199.1043222102,143.869127599802,130.103261847258,105.509974022758,81.3768438477185,45.0274156975627,12.5863759833396,19.6312136907642,29.641421963401,51.3998024837384,84.9007886339818,101.117646777683,134.310053095244,167.409927702545,200.861634006469,226.418285862056,326.139639000976,57.5221499187982,86.40872511592,127.272588665963,186.355318208079,151.518019056573,101.758502143913,0,136.138340679855,112.524655466047
39.0792764853438,0.5,5.97,19.01,37.03,14.23,0,1,0.1,2791761,193.711680699856,152.231598026322,155.200624026097,130.058397144889,108.340019359065,92.1341092667448,94.4672115819838,105.143530894201,149.223380522607,204.226475113153,154.840793999159,158.921336280118,93.7890002607997,53.5345246292391,19.4978598661683,39.5162771713239,57.8786817536828,92.6026839574797,123.98740239414,155.681457023009,152.209529497738,100.023524468729,97.0798922187746,48.083048880005,30.537398897138,35.0087664953094,64.930435932576,90.3151594879936,190.540810356317,98.2711850151609,108.270303960924,77.7400460118801,78.5046359128227,46.8995306679101,36.9893484240135,136.138340679855,0,65.2860185659393
9.0355842568232,1.8,4.75,32.2,68.52,3.31999999999999,0,0,0,188145,152.469482950754,114.077958726413,106.211379277519,77.2565567829319,45.9460897901057,48.6466151205894,34.2433569334551,74.3464874536226,132.334998805181,193.865064019091,156.654855456017,167.966829850675,87.2371223246771,34.6441809501254,46.4713796858797,32.0656692814819,43.4955413492576,70.4609519782779,100.361990233298,130.859034182034,138.144023811717,102.511369376788,120.272612303302,81.7720796297821,89.622036650876,98.0693492819298,118.168046877203,137.070411144443,228.640047050617,56.9217029650506,48.8528422436579,18.8872840065833,75.7053863105354,45.9970405651544,41.914422793713,112.524655466047,65.2860185659393,0
